"tract","Name","Household_Income_at_Age_35_rP_gP_pall"
24510120100,"Tuscany - Canterbury, Baltimore, MD",60859
25027736300,"Auburn, MA",60858
24031703206,"Silver Spring, MD",60857
6111007507,"Simi Valley, CA",60857
25021442101,"Franklin, MA",60855
9005253200,"New Milford, CT",60855
1117030216,"Birmingham, AL",60854
31033954800,"Sidney, NE",60852
13121011414,"Alpharetta, GA",60851
17043843700,"Villa Park, IL",60851
6081608800,"Belmont, CA",60850
55015020200,"Hilbert, WI",60849
46061964100,"Alexandria, SD",60848
24031704804,"Bethesda, MD",60848
4019004711,"La Paloma, Tucson, AZ",60848
24013507703,"Westminster, MD",60847
6013385100,"El Cerrito, CA",60847
55093960500,"Prescott, WI",60845
46125965100,"Parker, SD",60843
48029191809,"Far North Central, San Antonio, TX",60842
17135957500,"Waggoner, IL",60842
55131420200,"West Bend, WI",60841
46103011002,"Rapid City, SD",60841
20091052502,"Golf Club Gardens, Shawnee, KS",60840
42103950603,"Milford, PA",60839
29183311124,"Saint Charles, MO",60839
48439113910,"Keller, TX",60837
9009348122,"Southbury, CT",60837
17043845805,"Burr Ridge, IL",60835
6085508403,"Sunnyvale West, Sunnyvale, CA",60835
17043841204,"Glendale Heights, IL",60835
18003011204,"New Haven, IN",60835
25021417100,"Quincy, MA",60835
34031236602,"Wanaque, NJ",60833
36047045200,"Kings County, NY",60833
12071001903,"Fort Myers, FL",60832
36119014604,"Montrose, NY",60832
51107610601,"Leesburg, VA",60832
27161790300,"Waseca, MN",60832
6095252105,"Benicia, CA",60832
27053026006,"Eden Prairie, MN",60830
36079011100,"Mahopac, NY",60829
18097310103,"Indianapolis, IN",60829
37119003011,"Beverly Woods, Charlotte, NC",60828
26099232200,"Sterling Heights, MI",60828
9003481300,"Southwood Acres, Enfield, CT",60825
36119002107,"Colonial Heights, Yonkers, NY",60825
27143170300,"Gaylord, MN",60823
48039660400,"Pearland, TX",60823
6001441523,"Ardenwood, Fremont, CA",60822
42017101803,"Warrington, PA",60821
6037139600,"Encino, Los Angeles, CA",60820
38103960000,"Fessenden, ND",60819
17031805402,"Niles, IL",60819
34003004001,"Bogota, NJ",60818
18005010300,"Columbus, IN",60818
34003003100,"Bergenfield, NJ",60816
6037554519,"Cerritos, CA",60815
29183312001,"O'Fallon, MO",60815
8077001600,"Grand Junction, CO",60811
36085009602,"Richmond County, NY",60810
34005703202,"Southampton Township, NJ",60810
55109120201,"Hudson, WI",60809
56025000502,"Casper, WY",60809
33015104101,"East Hampstead, Hampstead, NH",60808
34017011500,"Constable Hook, Bayonne, NJ",60808
6013355304,"Clayton, CA",60808
27003050222,"Ham Lake, MN",60807
6059052419,"Tustin, CA",60801
24031700500,"Poolesville, MD",60801
34037374600,"Stanhope, NJ",60800
26065004802,"Haslett, Meridian charter Township, MI",60799
48085031632,"Chase Oaks, Plano, TX",60799
34009020302,"Cape May County, NJ",60798
1073014413,"Hoover, AL",60798
55079091100,"Wauwatosa, WI",60797
51153901414,"Bristow, VA",60797
38097970100,"Hatton, ND",60795
29095007200,"Plaza Area, Kansas City, MO",60795
48121021631,"North Central Carrollton, Carrollton, TX",60793
18089042801,"Dyer, IN",60793
34023001002,"South Plainfield, NJ",60792
27113090200,"Thief River Falls, MN",60791
40143007616,"Tulsa, OK",60790
34035053801,"Millstone, NJ",60788
29147470300,"Maryville, MO",60788
21111010702,"Louisville, KY",60788
8035014139,"Littleton, CO",60787
33015003701,"Londonderry, Londonderry, NH",60787
34023008604,"Princeton Meadows, NJ",60786
12011070312,"Weston, FL",60785
47165021007,"Hendersonville, TN",60784
25025000302,"Brighton, Boston, MA",60783
12117021604,"Wekiva Springs, FL",60782
8031006812,"Southeast, Denver, CO",60781
25009264100,"Groveland, MA",60781
55025000700,"Nakoma, Madison, WI",60780
34023003700,"Carteret, NJ",60779
25021410400,"Foxborough, Foxborough, MA",60778
42017104400,"New Hope, PA",60777
48113003101,"Downtown, Dallas, TX",60777
8059011725,"Green Mountain, Lakewood, CO",60777
42049011001,"Erie, PA",60775
12099004902,"Lake Worth, FL",60774
47065011324,"Chattanooga, TN",60774
6037106641,"Granada Hills, Los Angeles, CA",60774
27123040503,"White Bear Lake, MN",60773
24031706010,"Rockville, MD",60772
9001043000,"Norwalk, CT",60771
6037701000,"Beverly Hills, CA",60771
46045962200,"Roscoe, SD",60767
12099006006,"Boynton Beach, FL",60764
26125166900,"Farmington Hills, MI",60764
17141960700,"Leaf River, IL",60763
55133203804,"Waukesha, WI",60763
6067009617,"Elk Grove, CA",60762
8069001008,"Golden Meadows, Fort Collins, CO",60760
36085029103,"Richmond County, NY",60759
25027739100,"Shrewsbury, MA",60758
17031071000,"Lincoln Park, Chicago, IL",60758
48201422000,"Southwest Houston, Houston, TX",60757
4013319910,"Raintree, Tempe, AZ",60756
36061010800,"Midtown, New York, NY",60756
34041031900,"Washington, NJ",60756
39103408301,"Medina, OH",60755
31053963700,"North Bend, NE",60754
48113007101,"Dallas, TX",60753
25025120103,"Jamaica Hills / Pond, Boston, MA",60752
48309002503,"Waco, TX",60751
36067015700,"Manlius, NY",60751
26081013200,"Grandville Lakes, Grandville, MI",60747
48441012700,"Chimney Rock Area, Abilene, TX",60747
49057210203,"Ogden, UT",60746
45079002400,"Columbia, SC",60746
36081088400,"Queens County, NY",60745
51059490103,"Chantilly, VA",60741
46115000100,"Ashton, SD",60741
36085013400,"Richmond County, NY",60741
4019004025,"Sabino Mountain, Tucson, AZ",60741
27045960200,"Chatfield, MN",60740
24031700400,"Dickerson, MD",60740
29189218402,"Kirkwood, MO",60740
19141490200,"Sanborn, IA",60739
34007610600,"Pennsauken Township, NJ",60739
20091052504,"Lenexa, KS",60739
36029014207,"Lancaster, NY",60738
17097861603,"Gurnee, IL",60736
34023008504,"Monmouth Junction, South Brunswick Township, NJ",60735
34037374000,"Newton, NJ",60734
19027960500,"Coon Rapids, IA",60733
55133203303,"Pewaukee, WI",60733
17031804507,"Bartlett, IL",60731
26125157100,"West Bloomfield Township, MI",60730
39095008201,"Sylvania, OH",60730
19043070600,"Strawberry Point, IA",60730
29189215141,"St. Louis, MO",60729
48085030530,"McKinney, TX",60728
24021751802,"Mount Airy, MD",60727
33015067000,"Stratham, NH",60726
6113010505,"Davis, CA",60726
36103158401,"Miller Place, NY",60726
56037970602,"Green River, WY",60725
42017106300,"Silverdale, PA",60724
6037297400,"San Pedro, Los Angeles, CA",60724
34027044702,"Lake Hopatcong, Jefferson, NJ",60724
8059009842,"Golden, CO",60723
6075047701,"Central Richmond, San Francisco, CA",60723
39041011740,"Westerville, OH",60723
6081612500,"Menlo Park, CA",60723
16001000805,"Southeast Boise, Boise, ID",60722
33013032500,"Concord, NH",60721
44007012702,"Greenville, Smithfield, RI",60721
17031808400,"Morton Grove, IL",60719
21145030800,"Paducah, KY",60718
34023003101,"Metuchen, NJ",60718
6059021922,"Anaheim Hills, Anaheim, CA",60717
34003052200,"Saddle Brook, NJ",60713
17161023000,"Rock Island, IL",60711
39113110201,"Dayton, OH",60708
39035189107,"Westlake, OH",60704
6073017106,"Rancho Santa Fe, CA",60704
36029007304,"Grand Island, NY",60703
51107611005,"Ashburn, VA",60702
9003462202,"Avon, CT",60702
32031002103,"Reno, NV",60700
49049010209,"Alpine, UT",60700
33015106102,"Windham, NH",60699
33011200100,"Pelham, NH",60699
21111011603,"Louisville, KY",60694
29095018100,"Lee's Summit, MO",60692
36071014600,"Warwick, NY",60692
8005085500,"Centennial, CO",60692
12086006802,"Northeast Coconut Grove, Miami, FL",60691
13121010106,"Sandy Springs, GA",60690
6059032023,"San Clemente, CA",60690
6085508101,"Cupertino, CA",60688
19155021501,"Minden, IA",60687
13121011418,"Roswell, GA",60686
6081609500,"San Carlos, CA",60686
19061010300,"Bernard, IA",60684
34037372400,"Lafayette Township, NJ",60684
48041002007,"Westfield Village, College Station, TX",60684
34037373500,"Newton, NJ",60684
26081012702,"East Kentwood, Kentwood, MI",60683
6041109002,"San Rafael, CA",60683
6061020601,"Granite Bay, CA",60681
26065004901,"Okemos, Meridian charter Township, MI",60681
17197881109,"New Lenox, IL",60681
6065030601,"Alessandro Heights, Riverside, CA",60681
17111871306,"Cary, IL",60678
24021752204,"Frederick, MD",60678
8037000703,"Vail, CO",60677
20113788400,"McPherson, KS",60677
9013530500,"Vernon, CT",60676
48113000606,"Oak Lawn, Dallas, TX",60675
48085030523,"McKinney, TX",60674
36015010900,"Elmira, NY",60673
55087012000,"Appleton, WI",60673
13135050713,"Lawrenceville, GA",60672
9013538202,"Somers, CT",60671
6037920110,"Santa Clarita, CA",60670
31151960700,"Friend, NE",60669
27089080300,"Argyle, MN",60669
17167003602,"Springfield, IL",60667
55025000201,"Glen Oak Hills, Madison, WI",60667
47187050205,"Brentwood, TN",60666
34031154001,"Little Falls, NJ",60666
25027712102,"Lunenburg, MA",60664
17111871402,"Fox River Grove, IL",60663
48491020112,"Georgetown, TX",60662
55139001803,"Oshkosh, WI",60658
19083480400,"Buckeye, IA",60658
9013526101,"Amston, Hebron, CT",60657
47093005709,"Knoxville, TN",60657
55079187200,"Franklin, WI",60656
36055012201,"Rochester, NY",60656
17043842605,"Wheaton, IL",60655
6037113322,"Chatsworth, Los Angeles, CA",60655
27085950600,"Glencoe, MN",60655
36103158506,"Lake Grove, NY",60652
6071008500,"South Redlands, Redlands, CA",60652
8014031100,"Broomfield, CO",60651
36113070702,"Glens Falls North, Queensbury, NY",60651
42077006001,"Allentown, PA",60650
41005020505,"Robinwood, West Linn, OR",60648
8059012048,"Littleton, CO",60646
36103200902,"East Hampton, NY",60645
18163010404,"Westside, Evansville, IN",60644
49035112618,"Sandy, UT",60643
17111870809,"McHenry, IL",60642
39151711311,"North Canton, OH",60641
6067008703,"Gold River, CA",60637
17031822500,"Oak Lawn, IL",60635
55035000802,"Eau Claire, WI",60635
55101001703,"Mount Pleasant, WI",60634
6073008312,"La Jolla, San Diego, CA",60633
24009860102,"Dunkirk, MD",60632
6001443321,"Warm Springs, Fremont, CA",60630
49049001501,"Little Rock Canyon, Provo, UT",60630
12115001801,"Sarasota, FL",60630
8041003305,"Colorado Springs, CO",60630
26125137100,"Novi, MI",60628
19163013100,"Davenport, IA",60626
36047030600,"Kings County, NY",60625
42029301600,"Elverson, PA",60625
8013012701,"Boulder, CO",60624
6059099217,"Huntington Beach, CA",60623
48201554102,"Spring, TX",60617
26147637100,"Marysville, MI",60616
12071040117,"Fort Myers, FL",60615
6061020605,"Granite Bay, CA",60615
6029000503,"Bakersfield, CA",60613
34007603302,"Cherry Hill, NJ",60613
17031807100,"Evanston, IL",60612
37183053425,"Cary, NC",60612
24031701004,"Rockville, MD",60612
25017333501,"Woburn, MA",60611
8123001416,"Greeley, CO",60610
24005408400,"Cockeysville, MD",60609
19103000301,"Coralville, IA",60608
13135050427,"Lilburn, GA",60608
51059480202,"Tysons, VA",60608
42101013401,"Fairmount, Philadelphia, PA",60607
42043022604,"Harrisburg, PA",60607
42045407806,"Springfield, PA",60606
34013016900,"Montclair, NJ",60606
34013015000,"Bloomfield, NJ",60605
22033002602,"Highlands/Perkins, Baton Rouge, LA",60605
19181020300,"Norwalk, IA",60603
25027738201,"Grafton, MA",60603
17163504355,"O'Fallon, IL",60603
56025001603,"Casper, WY",60602
37183054013,"North Raleigh, Raleigh, NC",60600
26161402600,"King, Ann Arbor, MI",60597
36061016700,"Upper West Side, New York, NY",60596
36027160004,"Rhinebeck, NY",60595
6053010701,"Salinas, CA",60595
34021003008,"Mercerville-Hamilton Square, Hamilton Township, NJ",60594
48157673300,"Fulshear, TX",60594
17031100300,"Norwood Park, Chicago, IL",60592
39099811200,"Poland, OH",60592
9009346101,"Oxford, CT",60589
36119014607,"Cortlandt, NY",60588
6001451601,"Livermore, CA",60588
55101002401,"Burlington, WI",60586
48453001740,"Circle C Ranch, Austin, TX",60583
18097381201,"Perry Township, Indianapolis, IN",60583
53033032307,"Woodinville, WA",60583
36029013900,"East Aurora, NY",60582
17043841801,"Wheaton, IL",60581
36061017500,"Upper West Side, New York, NY",60580
41005020200,"Country Club - North Shore, Lake Oswego, OR",60578
42077005506,"Lehigh County, PA",60577
34023000901,"South Plainfield, NJ",60577
48085031621,"Highlands North, Plano, TX",60575
34023006104,"North Brunswick Township, NJ",60575
42003475303,"Bethel Park, PA",60574
36005051600,"Bronx County, NY",60574
6081611100,"Farm Hills, Redwood City, CA",60573
55109120901,"River Falls, WI",60571
26125135100,"Commerce Charter Township, MI",60570
42017101610,"Warminster, PA",60565
6067009325,"Elk Grove, CA",60563
9005300400,"Litchfield, CT",60563
27129790600,"Fairfax, MN",60562
12099007410,"Delray Beach, FL",60560
6001450746,"Pleasanton, CA",60560
24005490602,"Baltimore, MD",60560
26125140302,"Auburn Hills, MI",60560
6097151602,"Oakmont Village Association, Santa Rosa, CA",60559
17043840600,"Elmhurst, IL",60559
36001013508,"Latham, NY",60558
38071957700,"Devils Lake, ND",60555
36053030900,"Hamilton, NY",60555
55141011500,"Wisconsin Rapids, WI",60554
24003731103,"Arnold, MD",60554
48085031312,"Plano, TX",60553
34031196401,"Pompton Lakes, NJ",60552
27037060738,"Burnsville, MN",60548
26139021604,"Jenison, Georgetown Township, MI",60546
42129807300,"Latrobe, PA",60544
48491020115,"Georgetown, TX",60544
26077002904,"Kalamazoo, MI",60543
24021752001,"Twin Ridge, Mount Airy, MD",60541
6037430200,"Bradbury, CA",60540
48085031507,"Twin Creeks, Allen, TX",60540
26099227300,"Shelby charter Township, MI",60538
38041964800,"New England, ND",60538
31143960100,"Stromsburg, NE",60536
27163071017,"Woodbury, MN",60534
42069103100,"Minooka, Scranton, PA",60534
53061050300,"Edmonds, WA",60534
17063000500,"Morris, IL",60533
27123042401,"Maplewood, MN",60530
45045004200,"Greenville, SC",60529
17197883514,"Tinley Park, IL",60529
49049000711,"Orchard North, Orem, UT",60525
42045408800,"Ardmore, PA",60523
8041003705,"Briargate, Colorado Springs, CO",60522
6073017107,"Encinitas, CA",60521
48113013607,"Far North Dallas, Dallas, TX",60521
34029712000,"Avon, Bay Head, NJ",60521
19077950200,"Guthrie Center, IA",60518
42091206105,"Royersford, PA",60517
42095017606,"Bethlehem, PA",60517
42017106402,"Quakertown, PA",60517
17043844202,"Lombard, IL",60517
51059460502,"Vienna, VA",60515
55079035200,"Fox Point, WI",60514
24005401503,"Catonsville, MD",60514
9003473601,"Windsor, CT",60512
36103146611,"Holtsville, NY",60512
49035112609,"Sandy, UT",60512
9013538201,"Somers, CT",60511
17179021702,"Tremont, IL",60510
24013505203,"Eldersburg, MD",60510
8069001004,"Nelson Farm, Fort Collins, CO",60509
32003003226,"Queensridge, Las Vegas, NV",60508
28089030301,"Madison, MS",60504
18047960100,"Batesville, IN",60504
24021751301,"Frederick, MD",60503
37195000501,"Brookside Manor, Wilson, NC",60503
8005006711,"Centennial, CO",60502
50021962800,"Mendon, VT",60501
6001428600,"West Alameda, Alameda, CA",60500
55133201600,"New Berlin, WI",60499
46099001803,"Sioux Falls, SD",60499
19083480300,"Iowa Falls, IA",60498
6001430400,"Castro Valley, CA",60497
9003514101,"Buckley, Manchester, CT",60496
48029121906,"Far North Central, San Antonio, TX",60495
34037371400,"Sussex County, NJ",60495
42003526201,"Pittsburgh, PA",60495
31137967200,"Loomis, NE",60493
42079211301,"Shavertown, PA",60492
31075956300,"Hyannis, NE",60492
31151960900,"Wilber, NE",60490
6073017200,"Del Mar, CA",60489
49011126101,"Kaysville, UT",60488
19113001500,"Cedar Rapids, IA",60487
34021003202,"Lawrence Township, NJ",60486
19191950300,"Decorah, IA",60485
34027043700,"Morristown, NJ",60481
25005610203,"Mansfield, MA",60481
6037670405,"Rancho Palos Verdes, CA",60479
26125183700,"Royal Oak, MI",60479
17091010500,"Bourbonnais, IL",60477
36119005902,"New Rochelle, NY",60476
6037500202,"East Whitter, Whittier, CA",60476
20091051400,"Prairie Ridge, Prairie Village, KS",60476
6073013605,"La Mesa, CA",60475
36103158605,"Ronkonkoma, NY",60474
27037060104,"West Saint Paul, MN",60473
17031804807,"Schaumburg, IL",60473
8041003702,"Northwest Colorado Springs, Colorado Springs, CO",60472
24025303803,"Bel Air, MD",60471
27005450900,"Detroit Lakes, MN",60470
27145011302,"Cold Spring, MN",60470
29189217943,"Ellisville, MO",60470
26093743400,"Pinckney, MI",60470
25017357700,"Belmont, MA",60470
27055020200,"Hokah, MN",60469
55073002000,"Stratford, WI",60468
42017100804,"Levittown, PA",60463
25021422301,"Weymouth, MA",60461
1117030211,"Birmingham, AL",60460
27163070907,"Saint Paul, MN",60460
25017382500,"Natick, MA",60459
46067968800,"Tripp, SD",60458
51059491803,"Fairfax, VA",60457
17197881700,"Joliet, IL",60456
49035112301,"Murray, UT",60456
53053072409,"Gig Harbor, WA",60454
6059110118,"Cypress, CA",60453
17031815600,"North Riverside, IL",60449
9003460302,"Unionville, Farmington, CT",60449
20065952100,"Hill City, KS",60449
20091052801,"Estates Of Forest View, Olathe, KS",60446
6013321102,"Pleasant Hill, CA",60445
18057110809,"Fishers, IN",60444
42003470300,"Pittsburgh, PA",60442
9003494201,"Newington, CT",60442
27155460200,"Beardsley, MN",60441
33011010100,"Nashua, NH",60440
53033023000,"Northeast Bellevue, Bellevue, WA",60437
26099223800,"Macomb, MI",60437
25009223100,"Ipswich, Ipswich, MA",60434
5007020603,"Bentonville, AR",60433
40147001200,"Bartlesville, OK",60433
37063002017,"North Garrett Road, Durham, NC",60431
42095017101,"Easton, PA",60430
9009186200,"Northford, CT",60429
24025301106,"Bel Air, MD",60428
6029000909,"Bakersfield Country Club, Bakersfield, CA",60427
39095008301,"Toledo, OH",60427
48423001102,"Tyler, TX",60423
27171100801,"Saint Michael, MN",60422
36085005000,"Richmond County, NY",60420
30109000100,"Wibaux, MT",60419
19079960200,"Jewell, IA",60414
36061006300,"Lower Manhattan, New York, NY",60414
49043964308,"Park City, UT",60413
25001014900,"Falmouth, MA",60412
48439121606,"West Arlington, Arlington, TX",60411
29183311154,"O'Fallon, MO",60410
25009221800,"Gloucester, MA",60410
17019001301,"Champaign, IL",60410
25021417602,"Quincy, MA",60409
6037400206,"Claremont, CA",60409
39035170101,"Lyndhurst, OH",60407
6037271600,"Mar Vista, Los Angeles, CA",60407
12011010604,"Pine Ridge, Coral Springs, FL",60406
17201000506,"Rockford, IL",60404
36047060000,"Kings County, NY",60402
17113005102,"Hudson, IL",60401
20055960401,"Garden City, KS",60400
49049010213,"Pleasant Grove, UT",60400
48285000100,"Hallettsville, TX",60399
20091053506,"Tomahawk Trails, Olathe, KS",60399
42041011101,"Mechanicsburg, PA",60398
19103000500,"Horn, Iowa City, IA",60396
48029191413,"Cadillac Drive, San Antonio, TX",60396
19163013200,"Bettendorf, IA",60395
54081001002,"Sophia, WV",60393
55025011000,"Fox Ridge, Middleton, WI",60393
51095080304,"Williamsburg, VA",60392
15003006806,"Aliamanu - Salt Lakes - Foster Village, Honolulu, HI",60391
9001257100,"Sherman, CT",60391
